athlete_id,ride_count,run_count,mon_freq,tues_freq,wed_freq,thurs_freq,fri_freq,sat_freq,sun_freq,annual_dist_median,annual_dist_std
8,0.8881504906628385,-0.07355916177468967,0.5786320114179083,-0.6385808043139785,1.3094515516577998,-0.6368507115823336,0.13347959300759188,0.21903938378850638,-0.7413820737679959,0.41695731511923834,-0.013217007599847178
17,0.8881504906628385,-0.5527573541577517,-0.02844763894309847,0.6603621174245937,-0.6605257677980293,0.7366477530262922,0.8409272164277949,-0.2635709827942118,-0.7413820737679959,0.8707161476580945,-0.005757016535459907
19,-0.2198582710815995,3.280828184906744,-0.06244409936331488,-0.025479745253372408,0.2640502541332398,-0.312705073934698,0.4221182233630347,-0.06666595322846283,-0.07376325927227609,0.4472079039551621,-0.013657825253651881
20,1.0464374566263297,-0.5527573541577517,1.185711661778915,0.6603621174245937,-0.0038666613127529372,-0.6368507115823336,0.13347959300759188,-0.74618134937693,-0.26722098392728577,-0.1578038727633128,-0.0016879305003395773
21,2.1544462183707678,-0.5527573541577517,0.33580015127350565,0.4005735330768793,0.9154560877666339,-0.6368507115823336,0.5579481670597137,-0.74618134937693,-0.3620532018954278,2.2017420564387393,-0.008028922905068759
28,2.7875940822247323,-0.5527573541577517,0.058971830708886445,0.10441454692048478,0.0906922500211268,0.1487904101738002,0.23535205078010105,-0.19407509000630044,-0.19894178699022358,4.939420346089838,0.008518693637753916
30,1.6795853204802942,0.40563903060837236,0.058971830708886445,-0.269681014540224,-0.2875433953143924,0.53886397412265,0.23535205078010105,-0.19407509000630044,0.07038171203929981,1.7177326350639595,-0.0048075631272651645
31,-0.06157130511810835,0.16603993441684134,-0.6355272893041052,0.10441454692048478,1.593128285659439,0.1487904101738002,0.23535205078010105,-0.19407509000630044,-0.7413820737679959,0.8404655588221708,0.0022794283839027425
36,0.41328959277236504,2.0828327039490895,-0.2615662246817251,-0.2385063844184982,0.5529802609867615,-0.21381318448287692,0.297607441641079,0.14568260806793326,-0.15721561108424104,2.5344985336339003,0.008654329838924592
49,2.47102015029775,-0.5527573541577517,0.1318213887522073,0.18235112222479918,0.16949134279936004,0.23120031805031782,0.3202457655905255,-0.34078864144744675,-0.3430867583017994,0.26570437093961957,-0.010131284023214261
51,-0.2198582710815995,-0.07355916177468967,-0.6355272893041052,-0.6385808043139785,-0.6605257677980293,-0.6368507115823336,-0.5739680304126112,1.570348410220117,0.7759334137222766,1.3547255690328746,-0.005350107931947875
55,-0.6947191689720729,5.916418243013586,0.058971830708886445,0.10441454692048478,0.0906922500211268,0.1487904101738002,0.23535205078010105,-0.19407509000630044,-0.19894178699022358,1.2034726248532557,-0.01494636916477332
57,0.2550026268088739,0.40563903060837236,-0.02844763894309847,0.6603621174245937,-0.6605257677980293,0.7366477530262922,-0.5739680304126112,-0.2635709827942118,0.20694010591342435,0.568210259298857,-0.002840838210290337
69,-0.2198582710815995,-0.5527573541577517,-0.6355272893041052,1.0916111674417996,-0.6605257677980293,-0.6368507115823336,-0.5739680304126112,0.5394926671994313,0.521783069567656,-0.6418132941380927,-0.014573369611553954
81,1.521298354516803,0.16603993441684134,-0.31013259671060556,0.4005735330768793,0.3901288025784129,-0.26875312306722193,0.5579481670597137,-0.48750219288859303,0.017275669977140338,1.6572314573921119,-0.009927829721458245
83,-0.2198582710815995,-0.07355916177468967,-0.6355272893041052,1.0916111674417996,1.088814091878747,-0.6368507115823336,-0.5739680304126112,0.5394926671994313,-0.7413820737679959,0.4472079039551621,-0.005316198881655206
87,0.5715765587358562,-0.5527573541577517,-0.6355272893041052,0.4005735330768793,-0.6605257677980293,0.461948060104567,1.6898643645320388,0.02599523715541914,-0.7413820737679959,0.17495260443184837,-0.010504283576433624
91,3.8956028439691703,1.6036345115660273,0.09296829112910285,0.14078494872916483,0.1274651599843023,0.18724836718284177,0.27496911769163246,-0.3600930561107554,-0.1723887659591438,1.0824702695095607,-0.010368647375262947
117,-0.5364322030085817,3.7600263772898064,-0.2907060478990534,0.10441454692048478,0.4636746225047638,0.53886397412265,-0.5739680304126112,0.08004759821268352,-0.19894178699022358,0.2959549597755433,-0.013725643354237219
147,-0.2198582710815995,-0.5527573541577517,-0.6355272893041052,-0.6385808043139785,1.9661106581430763,-0.6368507115823336,-0.5739680304126112,1.1842601169539426,-0.7413820737679959,-0.6418132941380927,-0.015014187265358659
165,-0.3781452370450906,2.562030896332151,-0.23242640146439672,-0.6385808043139785,0.6527924451725234,0.7366477530262922,0.37118199447678013,-0.10141389962241847,-0.4265391101137644,-0.25460575703826877,-0.012911826147213154
175,1.8378722864437855,3.5204272810982755,0.1318213887522073,0.18235112222479918,0.16949134279936004,0.23120031805031782,0.3202457655905255,-0.34078864144744675,-0.3430867583017994,0.568210259298857,-0.013895188605700565
287,4.528750707823135,-0.5527573541577517,-0.02844763894309847,0.3382242728334278,0.32708952835582633,0.39602013380335294,0.49003319521137423,-0.74618134937693,-0.26722098392728577,2.7613779499033284,-0.0038920187693630894
311,2.3127331843342587,-0.5527573541577517,-0.6355272893041052,0.161568035476982,0.14847825139183118,0.2092243426165798,0.7333951776679242,0.14568260806793326,-0.4492988424261185,5.211675645613151,0.004517425703218927
347,1.521298354516803,-0.5527573541577517,0.17553112357819983,0.22911306740738782,0.21677079846629999,-0.18084922133226988,0.37118199447678013,-0.10141389962241847,-0.4265391101137644,5.620058594898122,0.006382423469315744
353,1.2047244225898208,-0.31315825796622065,0.4426461697370428,0.5148805101898737,-0.6605257677980293,0.582815924990126,0.6824589487816695,-0.74618134937693,-0.32032702598944535,-0.03680151741961784,-0.002501747707363643
369,1.9961592524072767,0.40563903060837236,-0.6355272893041052,0.6603621174245937,0.21677079846629999,0.7366477530262922,0.37118199447678013,-0.4257280659660051,-0.4265391101137644,1.0370943862556752,-0.009927829721458245
373,0.09671566084538279,-0.5527573541577517,-0.6355272893041052,0.4005735330768793,0.3901288025784129,-0.6368507115823336,1.6898643645320388,-0.74618134937693,0.017275669977140338,0.4472079039551621,-0.009215739665312188
379,0.5715765587358562,-0.5527573541577517,-0.6355272893041052,0.22911306740738782,0.21677079846629999,0.2806462627762284,-0.5739680304126112,-0.10141389962241847,0.521783069567656,0.810214969986247,-0.006333470390435288
381,0.41328959277236504,-0.31315825796622065,-0.6355272893041052,0.010890656555307646,0.6527924451725234,-0.6368507115823336,1.548374839847998,-0.2635709827942118,-0.26722098392728577,0.3564561374473908,-0.010572101677018964
397,4.687037673786626,-0.5527573541577517,0.21924085840419222,0.2758750125899763,0.2640502541332398,0.3300922075021388,0.4221182233630347,-0.2905971633228441,-0.7413820737679959,2.625250300141672,0.003364517993268165
